mp_id	formula	eps_total(ϵ0)	eps_optic(ϵ0)	eps_ionic(ϵ0)	omega_LO(THz2π)	band_mass(me)	volume(Å^3)	alpha	v_gs	w_gs	v_rt	w_rt	energy_gs(meV)	energy_rt(meV)	ZPR(meV)	imag_memory	mobility(cm^2/V/s)
mp-11520	YNiSb	21.563099999999995	18.686799999999998	2.8762999999999965	6.217351558280529	1.024144	61.69958971509999	0.16617028483430732	3.016793533768624	2.9794429371789795	6.8831449203383475	6.77186827675979	-4.280094011383228	-7.758790119800314	-4.2799	1.2753579029262376	214.31295627105771
mp-1153	Li2S	7.4544	3.9667000000000003	3.4876999999999994	13.785198468050327	0.400689	45.2113331767	1.1534048892196984	3.128483907208528	2.8495328673754288	3.9072305618286363	3.359120209015029	-66.72019050089793	-87.29888157101435	-66.5487	9.426033120832395	74.11483537503818
mp-11583	Zr2SN2	22.286699999999996	9.7096	12.577099999999998	18.141181907773884	0.44023224999999994	142.333934102	0.5193128435192468	3.0542494937445084	2.9345579862859132	3.1711995455208437	2.968853479519423	-39.19579135080539	-47.03248869215644	-39.1687	2.8728479000848264	221.3334441128067
mp-11659	BaTi(BO3)2	17.849	4.068	13.781	24.589161279964472	3.28225689	119.121413021	3.9772953551310386	3.6580249168378787	2.3726454449983687	4.015983459250507	1.9878966604388926	-429.922368728275	-490.1282362158146	-424.4141	32.07056770884228	2.6592692596118415
mp-11674	Al2Se3	9.4874	6.3244	3.1629999999999994	10.056368898046331	0.18714276	245.45971080999996	0.4124640341230377	3.0426508921192097	2.9483159701018193	4.63948960526861	4.421362992666334	-17.236067566249766	-25.336973763437587	-17.2239	3.2905449801181703	454.5698925404574
mp-11695	Rb2Pd3S4	10.4561	6.3416	4.114499999999999	3.824364324958769	0.9793081600000001	217.707609559	1.8010097683993254	3.2157210568378383	2.7559594650157293	11.7819635275676	10.116263849827437	-29.178763482653746	-66.16185339911699	-29.0473	15.541117005456007	18.39246449517162
mp-11703	KSbS2	9.428999999999998	5.502799999999999	3.926200000000001	9.114247749652787	0.51926436	229.178930056	1.035963406028147	3.1139860933517407	2.8657441409011013	5.242839417243495	4.640452273676905	-39.561075861232545	-60.596565466331775	-39.4744	9.500072690633814	56.74480211391472
mp-11713	SiC	11.3511	7.757999999999998	3.5931000000000015	28.127743456401227	0.3675996899999999	103.425305597	0.2675403056417618	3.027282152044465	2.9667191626368563	2.6660645495590494	2.5836973536773025	-31.203675280498764	-34.13430419216647	-31.2051	0.6146721941597417	1238.8616974471556
mp-11714	SiC	10.619499999999999	7.231799999999999	3.3877	28.54842522473916	0.35307363999999997	82.7228745206	0.2813737343232919	3.0287302259134368	2.964973734409556	2.660779890303745	2.57459222935849	-33.313565437497644	-36.36533099576451	-33.3112	0.622754379492437	1273.090989725467
mp-11715	MgSn(BO3)2	8.6366	3.4187	5.217899999999999	24.922360197523776	0.7235203600000001	96.3496943077	1.7270712927598175	3.205068782506701	2.7670184006613803	3.0691983533511347	2.4207394780126434	-182.07029222668098	-204.37642539057302	-181.3625	7.351053826052423	52.630945278290994
mp-11718	RbF	7.005399999999999	2.1422	4.8632	7.962656193217423	0.46526041000000007	44.0846465159	4.492993209361419	3.825233793571	2.2605229725654605	7.845967979206513	4.156001401538477	-159.03675937079976	-257.0729057149881	-156.4458	95.12147300734891	6.32509224658575
mp-11719	K4ZnP2	8.1682	4.648999999999999	3.519200000000001	6.490100744787708	0.27185795999999995	232.53205216099997	1.0879047299528297	3.12035288125022	2.8586013502663934	7.007065755442018	6.255327545296534	-29.606134539177425	-52.57730963877721	-29.5351	9.882852937246525	104.18786610444963
